Unnamed: 0,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,duration_binned,amount_binned,age_binned
293,2,6,3,retraining,1449,2,5,1,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,bank,2,2,3,3 or more,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
294,4,15,3,car (used),960,4,4,3,female : non-single or male : single,none,2,car or other,30,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
295,4,36,2,car (new),8133,1,3,1,female : non-single or male : single,none,2,car or other,30,bank,2,1,3,0 to 2,1,2,1,"(31.2, 38.0]","(7519.6, 9337.0]",24-30
296,4,9,2,car (used),2301,2,2,2,female : non-single or male : single,none,4,car or other,22,none,1,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",18-24
297,4,6,3,retraining,1743,2,3,1,male : married/widowed,none,2,unknown / no property,34,none,2,2,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
298,2,12,2,car (used),983,4,2,1,female : non-single or male : single,none,4,unknown / no property,19,none,1,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
299,4,18,3,furniture/equipment,2320,1,1,2,female : single,none,3,unknown / no property,34,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
300,1,12,1,vacation,339,1,5,4,female : single,none,1,building soc. savings agr./life insurance,45,bank,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
301,3,24,2,furniture/equipment,5152,1,4,4,male : married/widowed,none,2,building soc. savings agr./life insurance,25,bank,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",24-30
302,3,24,2,car (used),3749,1,2,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,26,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
303,4,9,4,furniture/equipment,3074,5,3,1,male : married/widowed,none,2,unknown / no property,33,none,2,2,3,3 or more,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",30-35
304,3,9,2,furniture/equipment,745,1,3,3,female : non-single or male : single,none,2,unknown / no property,28,none,2,1,2,0 to 2,1,2,0,"(3.932, 10.8]","(231.826, 2067.4]",24-30
305,4,24,2,others,1469,2,5,4,female : single,none,4,unknown / no property,41,none,1,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",35-41
306,1,6,2,car (used),1374,1,3,1,male : married/widowed,none,2,unknown / no property,36,bank,2,1,2,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
307,4,6,1,others,783,5,3,1,male : married/widowed,guarantor,2,unknown / no property,26,stores,2,1,2,3 or more,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
308,1,21,2,furniture/equipment,2606,1,2,4,female : non-single or male : single,none,4,car or other,28,none,1,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
309,4,54,0,car (new),9436,5,3,2,male : married/widowed,none,2,car or other,39,none,2,1,2,3 or more,1,2,1,"(51.6, 58.4]","(9337.0, 11154.4]",35-41
310,4,12,4,furniture/equipment,930,5,5,4,male : married/widowed,none,4,unknown / no property,65,none,2,4,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",63-69
311,4,48,4,car (new),2751,5,5,4,male : married/widowed,none,3,building soc. savings agr./life insurance,38,none,2,2,3,3 or more,2,2,1,"(44.8, 51.6]","(2067.4, 3884.8]",35-41
312,4,6,4,others,250,4,3,2,female : non-single or male : single,none,2,unknown / no property,41,bank,2,2,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
313,2,24,2,others,1201,1,2,4,male : married/widowed,none,1,car or other,26,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
314,1,6,2,others,662,1,2,3,male : married/widowed,none,4,unknown / no property,41,none,2,1,2,3 or more,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
315,4,15,2,car (new),1300,5,5,4,male : married/widowed,none,4,real estate,45,bank,3,1,3,3 or more,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
316,4,24,1,retraining,1559,1,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,40,bank,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",35-41
317,3,12,2,furniture/equipment,3016,1,3,3,female : single,none,1,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",18-24
318,4,15,4,furniture/equipment,1360,1,3,4,male : married/widowed,none,2,car or other,31,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
319,4,6,0,others,1204,2,3,4,male : married/widowed,none,1,real estate,35,bank,1,1,3,0 to 2,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
320,4,10,2,others,1597,3,3,3,male : married/widowed,none,2,real estate,40,none,1,1,2,3 or more,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
321,4,12,2,furniture/equipment,2073,2,3,4,female : non-single or male : single,co-applicant,2,unknown / no property,28,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
322,4,11,2,retraining,2142,4,5,1,male : divorced/separated,none,2,unknown / no property,28,none,2,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
323,1,10,4,car (used),2132,5,2,2,female : non-single or male : single,co-applicant,3,unknown / no property,27,none,1,2,3,0 to 2,1,1,1,"(3.932, 10.8]","(2067.4, 3884.8]",24-30
324,4,10,2,others,1546,1,3,3,male : married/widowed,none,2,unknown / no property,31,none,2,1,2,3 or more,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
325,4,24,4,others,1287,4,5,4,female : non-single or male : single,none,4,unknown / no property,37,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",35-41
326,4,10,2,others,1418,2,3,3,male : married/widowed,none,2,unknown / no property,35,none,1,1,2,0 to 2,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
327,3,6,4,others,1343,1,5,1,male : married/widowed,none,4,unknown / no property,46,none,2,2,3,3 or more,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
328,4,18,2,others,2662,5,4,4,male : married/widowed,none,3,car or other,32,none,2,1,3,0 to 2,1,1,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
329,4,18,4,furniture/equipment,6070,1,5,3,male : married/widowed,none,4,building soc. savings agr./life insurance,33,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",30-35
330,4,24,4,repairs,1927,5,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
331,4,18,4,furniture/equipment,2404,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
332,4,6,4,furniture/equipment,1554,1,4,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,1,2,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",18-24
333,4,22,2,others,1283,5,4,4,female : non-single or male : single,none,4,car or other,25,none,1,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
334,4,24,3,others,717,5,5,4,female : single,none,4,building soc. savings agr./life insurance,54,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",52-58
335,1,24,2,car (used),1747,1,2,4,male : married/widowed,co-applicant,1,car or other,24,none,2,1,2,0 to 2,1,1,1,"(17.6, 24.4]","(231.826, 2067.4]",18-24
336,1,9,4,domestic appliances,1288,2,5,3,male : married/widowed,guarantor,4,unknown / no property,48,none,2,2,3,3 or more,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",47-52
337,1,10,4,others,1038,1,4,4,male : married/widowed,co-applicant,3,car or other,49,none,2,2,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",47-52
338,4,10,2,car (new),2848,2,3,1,male : married/widowed,co-applicant,2,unknown / no property,32,none,2,1,3,3 or more,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",30-35
339,4,12,2,car (new),1413,4,4,3,male : married/widowed,none,2,car or other,55,none,2,1,3,0 to 2,1,1,1,"(10.8, 17.6]","(231.826, 2067.4]",52-58
340,4,30,4,furniture/equipment,3077,5,5,3,male : married/widowed,none,2,building soc. savings agr./life insurance,40,none,2,2,3,3 or more,2,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",35-41
341,1,24,1,car (new),3632,1,3,1,female : non-single or male : single,guarantor,4,building soc. savings agr./life insurance,22,bank,1,1,3,0 to 2,1,1,1,"(17.6, 24.4]","(2067.4, 3884.8]",18-24
342,4,18,4,car (new),3229,5,1,2,male : married/widowed,none,4,real estate,38,none,2,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",35-41
343,4,9,2,others,3577,2,3,1,male : married/widowed,guarantor,2,unknown / no property,26,none,1,1,3,3 or more,1,1,1,"(3.932, 10.8]","(2067.4, 3884.8]",24-30
344,4,12,4,others,682,2,4,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,51,none,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",47-52
345,4,10,2,furniture/equipment,1924,1,3,1,male : married/widowed,none,4,car or other,38,none,2,1,3,0 to 2,2,1,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
346,4,10,2,repairs,727,3,5,4,male : married/widowed,none,4,real estate,46,none,3,1,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
347,3,10,4,others,781,1,5,4,male : married/widowed,none,4,real estate,63,none,3,2,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",58-63
348,1,12,4,others,2121,1,3,4,male : married/widowed,none,2,car or other,30,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
349,4,12,4,repairs,701,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,32,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
350,4,10,4,car (used),2069,5,3,2,female : single,none,1,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,1,1,1,"(3.932, 10.8]","(2067.4, 3884.8]",24-30
351,4,24,2,others,1525,4,4,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,34,none,2,1,3,3 or more,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
352,4,48,4,retraining,7629,5,5,4,male : divorced/separated,none,2,building soc. savings agr./life insurance,46,bank,2,2,4,3 or more,1,2,1,"(44.8, 51.6]","(7519.6, 9337.0]",41-47
353,1,12,4,others,3499,1,3,3,female : non-single or male : single,co-applicant,2,unknown / no property,29,none,2,2,3,0 to 2,1,2,0,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
354,4,6,2,furniture/equipment,1346,2,5,2,male : married/widowed,none,4,real estate,42,bank,3,1,3,3 or more,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
355,4,36,4,car (new),10477,5,5,2,male : married/widowed,none,4,real estate,42,none,3,2,3,0 to 2,1,2,1,"(31.2, 38.0]","(9337.0, 11154.4]",41-47
356,1,24,2,car (new),2924,1,3,3,male : married/widowed,guarantor,4,real estate,63,bank,2,1,3,3 or more,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",58-63
357,4,10,4,others,1231,1,5,3,male : married/widowed,none,4,unknown / no property,32,none,2,2,2,3 or more,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
358,3,18,2,others,1961,1,5,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,2,1,4,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",18-24
359,4,15,4,others,5045,5,5,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,59,none,2,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(3884.8, 5702.2]",58-63
360,4,12,4,others,1255,1,5,4,male : married/widowed,none,4,unknown / no property,61,none,2,2,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",58-63
361,1,12,2,car (used),1858,1,2,4,female : non-single or male : single,none,1,building soc. savings agr./life insurance,22,none,1,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
362,4,6,4,car (used),1221,5,3,1,female : single,none,2,car or other,27,none,2,2,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
363,4,9,2,car (used),1388,1,3,4,female : non-single or male : single,none,2,unknown / no property,26,none,1,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
364,4,12,2,furniture/equipment,2279,5,3,4,male : married/widowed,none,4,real estate,37,none,3,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",35-41
365,4,12,0,car (used),2759,1,5,2,male : married/widowed,none,4,car or other,34,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",30-35
366,3,24,2,furniture/equipment,1258,3,3,3,female : non-single or male : single,none,3,building soc. savings agr./life insurance,57,none,2,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",52-58
367,2,12,0,vacation,1410,1,3,2,male : married/widowed,none,2,unknown / no property,31,none,2,1,2,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
368,1,15,2,others,1403,1,3,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,28,none,1,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
369,1,24,2,car (used),3021,1,3,2,male : divorced/separated,none,2,unknown / no property,24,none,1,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",18-24
370,1,24,2,retraining,6568,1,3,2,female : single,none,2,building soc. savings agr./life insurance,21,stores,2,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",18-24
371,4,24,4,furniture/equipment,2578,4,5,2,male : married/widowed,none,2,building soc. savings agr./life insurance,34,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
372,2,24,4,car (new),7758,4,5,2,female : non-single or male : single,none,4,real estate,29,none,1,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(7519.6, 9337.0]",24-30
373,1,6,2,radio/television,343,1,2,4,female : non-single or male : single,none,1,unknown / no property,27,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
374,4,21,3,car (used),1591,2,4,4,male : married/widowed,none,3,unknown / no property,34,none,2,2,4,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
375,1,27,2,furniture/equipment,3416,1,3,3,male : married/widowed,none,2,building soc. savings agr./life insurance,27,none,2,1,4,0 to 2,1,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",24-30
376,1,12,0,domestic appliances,1108,1,4,4,male : married/widowed,none,3,unknown / no property,28,none,2,2,3,0 to 2,1,2,0,"(10.8, 17.6]","(231.826, 2067.4]",24-30
377,2,27,3,car (new),5965,1,5,1,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,2,4,0 to 2,2,2,1,"(24.4, 31.2]","(5702.2, 7519.6]",24-30
378,2,15,2,domestic appliances,1514,2,3,4,male : married/widowed,guarantor,2,unknown / no property,22,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
379,4,30,4,furniture/equipment,6742,5,4,2,male : married/widowed,none,3,car or other,36,none,2,2,3,0 to 2,1,2,1,"(24.4, 31.2]","(5702.2, 7519.6]",35-41
380,1,18,2,car (used),3650,1,2,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,22,none,1,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",18-24
381,1,21,2,car (used),3599,1,4,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,26,none,1,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
382,4,60,4,others,13756,5,5,2,male : married/widowed,none,4,real estate,63,bank,3,1,4,0 to 2,2,2,1,"(58.4, 65.2]","(12971.8, 14789.2]",58-63
383,2,9,2,others,276,1,3,4,female : single,none,4,unknown / no property,22,none,1,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",18-24
384,4,42,4,car (used),4041,3,3,4,male : married/widowed,none,4,unknown / no property,36,none,2,2,3,0 to 2,2,2,1,"(38.0, 44.8]","(3884.8, 5702.2]",35-41
385,2,9,2,furniture/equipment,458,1,3,4,male : married/widowed,none,3,unknown / no property,24,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",18-24
386,2,9,2,car (used),918,1,3,4,female : non-single or male : single,none,1,car or other,30,none,2,1,3,0 to 2,1,2,0,"(3.932, 10.8]","(231.826, 2067.4]",24-30
387,4,24,2,others,7393,1,3,1,male : married/widowed,none,4,car or other,43,none,2,1,2,3 or more,1,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",41-47
388,3,10,2,radio/television,1225,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,37,none,2,1,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
389,1,24,2,car (new),2812,5,5,2,female : non-single or male : single,none,4,unknown / no property,26,none,1,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
390,4,15,2,car (new),3029,1,4,2,male : married/widowed,none,2,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",30-35
391,3,12,4,others,1480,3,1,2,male : married/widowed,none,4,real estate,66,bank,3,3,1,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",63-69
392,3,6,4,repairs,1047,1,3,2,female : non-single or male : single,none,4,car or other,50,none,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",47-52
393,4,15,4,furniture/equipment,1471,1,3,4,male : married/widowed,none,4,real estate,35,none,3,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
394,4,24,2,car (used),5511,2,3,4,male : married/widowed,none,1,building soc. savings agr./life insurance,25,stores,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",24-30
395,2,9,2,furniture/equipment,1206,1,5,4,female : non-single or male : single,none,4,unknown / no property,25,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
396,2,24,3,furniture/equipment,6403,1,2,1,male : married/widowed,none,2,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",30-35
397,4,12,2,furniture/equipment,707,1,3,4,male : married/widowed,none,2,unknown / no property,30,bank,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
398,4,12,3,car (new),1503,1,3,4,female : single,none,4,unknown / no property,41,none,1,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
399,2,12,2,others,6078,1,4,2,male : married/widowed,none,2,building soc. savings agr./life insurance,32,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(5702.2, 7519.6]",30-35
400,2,27,2,retraining,2528,1,2,4,female : non-single or male : single,none,1,car or other,32,none,2,1,3,3 or more,2,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",30-35
401,2,12,2,retraining,1037,2,4,3,male : married/widowed,none,4,unknown / no property,39,none,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
402,1,6,2,car (new),1352,3,1,1,female : non-single or male : single,none,2,car or other,23,none,1,1,1,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",18-24
403,4,24,2,furniture/equipment,3181,1,2,4,female : non-single or male : single,none,4,car or other,26,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
404,4,18,2,furniture/equipment,4594,1,2,3,male : married/widowed,none,2,building soc. savings agr./life insurance,32,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",30-35
405,2,48,2,business,5381,5,1,3,male : married/widowed,none,4,real estate,40,bank,3,1,1,0 to 2,2,2,1,"(44.8, 51.6]","(3884.8, 5702.2]",35-41
406,4,15,2,car (new),4657,1,3,3,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(3884.8, 5702.2]",24-30
407,2,9,2,retraining,1391,1,3,2,female : single,none,1,unknown / no property,27,bank,2,1,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
408,2,18,2,retraining,1913,4,2,3,female : single,none,3,unknown / no property,36,bank,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",35-41
409,4,42,2,furniture/equipment,7166,5,4,2,female : single,none,4,car or other,29,none,1,1,3,0 to 2,2,2,1,"(38.0, 44.8]","(5702.2, 7519.6]",24-30
410,4,13,2,furniture/equipment,1409,2,1,2,female : non-single or male : single,none,4,unknown / no property,64,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",63-69
411,4,24,3,retraining,2978,5,3,4,male : married/widowed,none,4,unknown / no property,32,none,2,2,3,3 or more,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
412,4,12,4,furniture/equipment,976,5,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,35,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
413,4,24,3,retraining,2375,3,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,44,none,2,2,3,3 or more,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",41-47
414,4,12,4,furniture/equipment,522,3,5,4,male : married/widowed,none,4,car or other,42,none,2,2,3,3 or more,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
415,4,28,4,furniture/equipment,2743,1,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,29,none,2,2,3,0 to 2,1,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",24-30
416,4,11,4,furniture/equipment,1154,2,1,4,female : non-single or male : single,none,4,unknown / no property,57,none,2,3,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",52-58
417,4,24,4,car (new),5804,4,3,4,male : married/widowed,none,2,unknown / no property,27,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",24-30
418,4,18,4,furniture/equipment,1169,5,3,4,male : married/widowed,none,3,car or other,29,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
419,1,15,4,car (used),1478,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,44,none,2,2,3,3 or more,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
420,4,12,2,furniture/equipment,776,1,3,4,female : single,none,2,unknown / no property,28,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
421,2,11,4,others,1322,4,3,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,40,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
422,2,16,4,others,1175,1,1,2,male : married/widowed,none,3,building soc. savings agr./life insurance,68,none,3,3,1,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",63-69
423,4,12,2,others,2133,5,5,4,female : non-single or male : single,none,4,real estate,52,none,3,1,4,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",47-52
424,4,15,4,furniture/equipment,1829,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,46,none,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
425,4,12,4,furniture/equipment,717,1,5,4,male : married/widowed,none,4,unknown / no property,52,none,2,3,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",47-52
426,2,39,3,repairs,11760,2,4,2,male : married/widowed,none,3,real estate,32,none,1,1,3,0 to 2,2,2,1,"(38.0, 44.8]","(11154.4, 12971.8]",30-35
427,2,9,4,repairs,1501,1,5,2,female : non-single or male : single,none,3,building soc. savings agr./life insurance,34,none,2,2,4,0 to 2,2,2,0,"(3.932, 10.8]","(231.826, 2067.4]",30-35
428,1,12,2,repairs,1200,5,3,4,female : non-single or male : single,none,4,car or other,23,bank,1,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
429,2,9,2,others,3195,5,3,1,female : non-single or male : single,none,2,unknown / no property,33,none,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",30-35
430,4,30,4,furniture/equipment,4530,1,4,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,26,none,1,1,4,0 to 2,2,2,1,"(24.4, 31.2]","(3884.8, 5702.2]",24-30
431,4,12,3,domestic appliances,1555,4,5,4,male : married/widowed,none,4,real estate,55,none,3,2,3,3 or more,1,2,0,"(10.8, 17.6]","(231.826, 2067.4]",52-58
432,2,15,4,retraining,2326,3,3,2,male : married/widowed,none,4,building soc. savings agr./life insurance,27,bank,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
433,2,18,4,retraining,1887,5,3,4,female : single,none,4,unknown / no property,28,bank,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
434,4,12,4,retraining,1264,5,5,4,male : married/widowed,none,4,real estate,57,none,1,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",52-58
435,4,7,3,furniture/equipment,846,5,5,3,male : married/widowed,none,4,real estate,36,none,3,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
436,4,15,4,repairs,1532,2,3,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,31,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
437,4,6,3,furniture/equipment,935,1,3,3,female : non-single or male : single,none,2,unknown / no property,24,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",18-24
438,1,27,4,retraining,2442,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,43,stores,2,4,4,3 or more,2,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",41-47
439,2,18,4,retraining,3590,1,1,3,female : single,none,3,building soc. savings agr./life insurance,40,none,2,3,1,3 or more,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",35-41
440,4,21,4,car (used),2288,1,2,4,female : non-single or male : single,none,4,car or other,23,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",18-24
441,4,27,3,retraining,5117,1,4,3,male : married/widowed,none,4,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,1,2,1,"(24.4, 31.2]","(3884.8, 5702.2]",24-30
